timestamp,value,gesture
1780322342.082205,555,relax
1780322342.102209,530,relax
1780322342.123848,524,relax
1780322342.143080,529,relax
1780322342.164171,541,relax
1780322342.180856,527,relax
1780322342.201279,558,relax
1780322342.221861,524,relax
1780322342.242285,523,relax
1780322342.262867,552,relax
1780322342.283290,524,relax
1780322342.303873,536,relax
1780322342.324296,530,relax
1780322342.340183,558,relax
1780322342.365299,532,relax
1780322342.381179,550,relax
1780322342.401887,540,relax
1780322342.422889,556,relax
1780322342.442893,550,relax
1780322342.463315,558,relax
1780322342.483898,552,relax
1780322342.504321,558,relax
1780322342.524902,548,relax
1780322342.545325,526,relax
1780322342.561908,572,relax
1780322342.582219,545,relax
1780322342.602914,541,relax
1780322342.623337,519,relax
1780322342.643107,565,relax
1780322342.664343,534,relax
1780322342.684926,557,relax
1780322342.705182,536,relax
1780322342.725614,504,relax
1780322342.741933,560,relax
1780322342.762356,545,relax
1780322342.782155,550,relax
1780322342.803362,519,relax
1780322342.823944,563,relax
1780322342.844115,551,relax
1780322342.864950,567,relax
1780322342.885373,535,relax
1780322342.901938,560,relax
1780322342.922378,531,relax
1780322342.942961,517,relax
1780322342.963206,530,relax
1780322342.983967,521,relax
1780322343.004389,516,relax
1780322343.024972,556,relax
1780322343.044120,556,relax
1780322350.061940,553,relax
1780322350.078098,588,relax
1780322350.098098,600,relax
1780322350.119369,576,relax
1780322350.139179,584,relax
1780322350.160102,587,relax
1780322350.180957,534,relax
1780322350.201380,535,relax
1780322350.221962,565,relax
1780322350.242385,556,relax
1780322350.258968,563,relax
1780322350.278834,526,relax
1780322350.299188,560,relax
1780322350.319976,528,relax
1780322350.340060,561,relax
1780322350.361094,551,relax
1780322350.381405,554,relax
1780322350.401987,557,relax
1780322350.418353,564,relax
1780322350.438098,559,relax
1780322350.459415,545,relax
1780322350.479984,582,relax
1780322350.500092,555,relax
1780322350.521004,532,relax
1780322350.541174,545,relax
1780322350.561881,553,relax
1780322350.582133,542,relax
1780322350.603015,526,relax
1780322350.623418,546,relax
1780322350.643735,532,relax
1780322350.663911,545,relax
1780322350.680266,506,relax
1780322350.700799,519,relax
1780322350.721415,527,relax
1780322350.742001,525,relax
1780322350.762186,523,relax
1780322350.783040,541,relax
1780322350.803461,530,relax
1780322350.824044,525,relax
1780322350.844467,504,relax
1780322350.861050,536,relax
1780322350.881473,491,relax
1780322350.902056,520,relax
1780322350.922068,509,relax
1780322350.943169,533,relax
1780322350.963065,462,relax
1780322350.984067,471,relax
1780322351.004070,490,relax
1780322351.020492,483,relax
1780322351.041075,476,relax
1780322351.061498,491,relax
1780322351.082081,470,relax
1780322351.102504,496,relax
1780322351.123169,452,relax
1780322351.143509,487,relax
1780322351.164098,480,relax
1780322351.184515,464,relax
1780322351.201097,488,relax
1780322351.221100,501,relax
1780322351.242103,479,relax
1780322351.262106,482,relax
1780322351.282179,455,relax
1780322351.303180,452,relax
1780322351.323534,492,relax
1780322351.344116,485,relax
1780322351.360539,473,relax
1780322351.381094,492,relax
1780322351.401545,485,relax
1780322351.422128,472,relax
1780322351.442173,500,relax
1780322351.463170,482,relax
1780322351.483556,471,relax
1780322351.503860,486,relax
1780322351.524562,480,relax
1780322351.545142,497,relax
1780322351.565145,462,relax
1780322351.581095,468,relax
1780322351.602153,447,relax
1780322351.622576,485,relax
1780322351.643174,455,relax
1780322351.663581,473,relax
1780322351.684164,496,relax
1780322351.704618,485,relax
1780322351.725168,467,relax
1780322351.741592,480,relax
1780322351.762174,477,relax
1780322351.782287,478,relax
1780322351.803237,482,relax
1780322351.823603,439,relax
1780322351.844186,466,relax
1780322351.864198,467,relax
1780322351.885191,466,relax
1780322351.905238,461,relax
1780322351.921617,476,relax
1780322351.942199,462,relax
1780322351.962622,459,relax
1780322351.983125,482,relax
1780322352.003139,462,relax
1780322352.024211,471,relax
1780322352.044634,469,relax
1780322352.065216,466,relax
1780322352.081639,484,relax
1780322352.102221,438,relax
1780322352.122645,440,relax
1780322352.143227,473,relax
1780322352.163230,473,relax
1780322352.184190,475,relax
1780322352.204235,472,relax
1780322352.225238,476,relax
1780322352.245241,470,relax
1780322352.261663,466,relax
1780322352.282332,470,relax
1780322352.302669,460,relax
1780322352.323098,473,relax
1780322352.343674,476,relax
1780322352.364257,446,relax
1780322352.384681,470,relax
1780322352.405274,485,relax
1780322352.425683,460,relax
1780322352.446266,474,relax
1780322352.466689,463,relax
1780322352.483274,455,relax
1780322352.503276,452,relax
1780322352.523170,457,relax
1780322352.544282,429,relax
1780322352.564705,447,relax
1780322352.585288,459,relax
1780322352.604978,477,relax
1780322352.626292,433,relax
1780322352.642716,471,relax
1780322352.663171,444,relax
1780322352.683721,441,relax
1780322352.704304,458,relax
1780322352.724727,470,relax
1780322352.745310,445,relax
1780322352.765733,467,relax
1780322352.786315,454,relax
1780322352.806738,468,relax
1780322352.822741,476,relax
1780322352.843323,453,relax
1780322352.863171,472,relax
1780322352.884175,493,relax
1780322352.904752,472,relax
1780322352.925176,458,relax
1780322352.945758,460,relax
1780322352.966340,459,relax
1780322352.982183,476,relax
1780322353.003171,448,relax
1780322353.023768,472,relax
1780322353.044351,470,relax
1780322353.064774,489,relax
1780322353.085356,456,relax
1780322353.105359,457,relax
1780322353.126362,433,relax
1780322353.146365,444,relax
1780322353.162788,440,relax
1780322353.183370,448,relax
1780322353.203793,404,relax
1780322353.224375,448,relax
1780322353.244799,426,relax
1780322353.265381,436,relax
1780322353.285805,451,relax
1780322353.306387,439,relax
1780322353.322809,434,relax
1780322353.342944,428,relax
1780322353.363815,461,relax
1780322353.384044,423,relax
1780322353.404400,448,relax
1780322353.424842,447,relax
1780322353.445406,426,relax
1780322353.465829,452,relax
1780322353.486412,448,relax
1780322353.506833,460,relax
1780322353.527339,442,relax
1780322353.543840,446,relax
1780322353.564422,442,relax
1780322353.584846,440,relax
1780322353.605428,448,relax
1780322353.625851,426,relax
1780322353.646434,445,relax
1780322353.666878,456,relax
1780322353.687439,422,relax
1780322353.703441,444,relax
1780322353.724444,457,relax
1780322353.744495,451,relax
1780322353.764870,406,relax
1780322353.785453,441,relax
1780322353.805970,446,relax
1780322353.826483,441,relax
1780322353.846872,398,relax
1780322353.867349,471,relax
1780322353.883951,460,relax
1780322353.904469,445,relax
1780322353.924917,420,relax
1780322353.945436,450,relax
1780322353.965898,447,relax
1780322353.986480,446,relax
1780322354.006072,431,relax
1780322354.027094,453,relax
1780322354.047909,443,relax
1780322354.063911,448,relax
1780322354.084494,471,relax
1780322354.104917,446,relax
1780322354.125500,452,relax
1780322354.145923,467,relax
1780322354.166505,457,relax
1780322354.186928,428,relax
1780322354.207065,455,relax
1780322354.223933,442,relax
1780322354.244516,462,relax
1780322354.264173,464,relax
1780322354.285543,450,relax
1780322354.305945,434,relax
1780322354.326093,462,relax
1780322354.346530,462,relax
1780322354.367495,467,relax
1780322354.387536,462,relax
1780322354.407959,437,relax
1780322354.428171,481,relax
1780322354.444964,466,relax
1780322354.465547,448,relax
1780322354.485969,462,relax
1780322354.506552,437,relax
1780322354.527092,479,relax
1780322354.547098,448,relax
1780322354.567493,475,relax
1780322354.588092,431,relax
1780322354.604986,475,relax
1780322354.625568,427,relax
1780322354.645571,480,relax
1780322354.666574,465,relax
1780322354.686093,486,relax
1780322354.707098,455,relax
1780322354.727583,465,relax
1780322354.748097,447,relax
1780322354.768630,487,relax
1780322354.785011,496,relax
1780322354.805505,489,relax
1780322354.825831,471,relax
1780322354.846599,469,relax
1780322354.867091,491,relax
1780322354.887605,491,relax
1780322354.908092,484,relax
1780322354.928101,501,relax
1780322354.944612,467,relax
1780322354.965615,479,relax
1780322354.985618,503,relax
1780322355.006175,480,relax
1780322355.026180,504,relax
1780322355.047184,472,relax
1780322355.067189,467,relax
1780322355.087193,449,relax
1780322355.108198,475,relax
1780322355.124202,458,relax
1780322355.145207,473,relax
1780322355.166212,454,relax
1780322355.186216,459,relax
1780322355.206221,458,relax
1780322355.227748,470,relax
1780322355.247229,447,relax
1780322355.268169,481,relax
1780322355.288662,418,relax
1780322355.309660,472,relax
1780322355.329171,471,relax
1780322355.346088,452,relax
1780322355.366670,487,relax
1780322355.387088,488,relax
1780322355.407090,460,relax
1780322355.428088,483,relax
1780322355.448122,455,relax
1780322355.469195,480,relax
1780322355.489686,481,relax
1780322355.506110,469,relax
1780322355.526692,455,relax
1780322355.547092,485,relax
1780322355.567096,478,relax
1780322355.587701,448,relax
1780322355.608089,492,relax
1780322355.628088,459,relax
1780322355.649129,470,relax
1780322355.669712,499,relax
1780322355.686135,471,relax
1780322355.706172,474,relax
1780322355.727140,485,relax
1780322355.747723,510,relax
1780322355.767312,470,relax
1780322355.788170,473,relax
1780322355.809151,518,relax
1780322355.829734,507,relax
1780322355.845746,501,relax
1780322355.866739,504,relax
1780322355.886742,495,relax
1780322355.907086,513,relax
1780322355.927086,501,relax
1780322355.948092,502,relax
1780322355.968113,513,relax
1780322355.989200,483,relax
1780322356.009759,531,relax
1780322356.026181,468,relax
1780322356.046180,500,relax
1780322356.067089,500,relax
1780322356.087037,497,relax
1780322356.107814,482,relax
1780322356.128180,489,relax
1780322356.149198,493,relax
1780322356.169781,480,relax
1780322356.190201,499,relax
1780322356.210784,467,relax
1780322356.226789,478,relax
1780322356.246376,493,relax
1780322356.267478,515,relax
1780322356.288171,500,relax
1780322356.308091,497,relax
1780322356.328720,496,relax
1780322356.349806,502,relax
1780322356.370088,496,relax
1780322356.390811,511,relax
1780322356.407088,502,relax
1780322356.427090,490,relax
1780322356.448112,504,relax
1780322356.468805,515,relax
1780322356.489245,505,relax
1780322356.509828,496,relax
1780322356.529089,510,relax
1780322356.550808,509,relax
1780322356.566836,504,relax
1780322356.587259,503,relax
1780322356.607087,526,relax
1780322356.628170,485,relax
1780322356.648181,508,relax
1780322356.668936,528,relax
1780322356.689852,519,relax
1780322356.710275,517,relax
1780322356.730088,525,relax
1780322356.747091,501,relax
1780322356.767473,522,relax
1780322356.788377,531,relax
1780322356.808089,507,relax
1780322356.828182,500,relax
1780322356.849875,512,relax
1780322356.869878,520,relax
1780322356.890301,509,relax
1780322356.906882,517,relax
1780322356.927209,517,relax
1780322356.947888,548,relax
1780322356.968087,546,relax
1780322356.988171,499,relax
1780322357.009317,509,relax
1780322357.029089,520,relax
1780322357.050323,498,relax
1780322357.070905,518,relax
1780322357.091325,515,relax
1780322357.111908,527,relax
1780322357.127089,525,relax
1780322357.148183,536,relax
1780322357.168087,523,relax
1780322357.189342,537,relax
1780322357.209180,540,relax
1780322357.230347,529,relax
1780322357.250802,580,relax
1780322357.271352,550,relax
1780322357.291934,552,relax
1780322357.308112,547,relax
1780322357.328184,581,relax
1780322357.349364,552,relax
1780322357.369946,568,relax
1780322357.390369,548,relax
1780322357.410952,547,relax
1780322357.431375,526,relax
1780322357.451957,569,relax
1780322357.467097,511,relax
1780322357.488180,549,relax
1780322357.508088,510,relax
1780322357.529191,509,relax
1780322357.549971,547,relax
1780322357.570394,520,relax
1780322357.590171,513,relax
1780322357.611400,577,relax
1780322357.631982,543,relax
1780322357.648094,523,relax
1780322357.668088,534,relax
1780322357.689038,543,relax
1780322357.709993,550,relax
1780322357.730416,519,relax
1780322357.750797,546,relax
1780322357.771001,514,relax
1780322357.792084,560,relax
1780322357.807675,529,relax
1780322357.828106,538,relax
1780322357.848181,507,relax
1780322357.869252,558,relax
1780322357.890018,561,relax
1780322357.910441,532,relax
1780322357.930759,545,relax
1780322357.950795,554,relax
1780322357.972029,556,relax
1780322357.992449,555,relax
1780322358.012766,554,relax
1780322358.029104,532,relax
1780322358.050040,559,relax
1780322358.069712,568,relax
1780322358.091165,581,relax
1780322358.110738,546,relax
1780322358.131471,556,relax
1780322358.152067,536,relax
1780322358.172542,575,relax
1780322358.188889,550,relax
1780322358.209370,563,relax
1780322358.229775,591,relax
1780322358.250293,535,relax
1780322358.271070,574,relax
1780322358.291493,546,relax
1780322358.312089,554,relax
1780322358.332178,543,relax
1780322358.353082,545,relax
1780322358.368171,560,relax
1780322358.389507,514,relax
1780322358.410089,554,relax
1780322358.430086,556,relax
1780322358.450791,555,relax
1780322358.471518,569,relax
1780322358.492100,549,relax
1780322358.512524,546,relax
1780322358.532253,555,relax
1780322358.549529,549,relax
1780322358.570112,562,relax
1780322358.590534,546,relax
1780322358.611117,570,relax
1780322358.631084,545,relax
1780322358.652123,565,relax
1780322358.672545,541,relax
1780322358.693168,547,relax
1780322358.709131,570,relax
1780322358.729172,554,relax
1780322358.750136,533,relax
1780322358.770560,549,relax
1780322358.791142,563,relax
1780322358.811564,567,relax
1780322358.832173,558,relax
1780322358.852571,554,relax
1780322358.873169,556,relax
1780322358.889575,562,relax
1780322358.910158,583,relax
1780322358.930176,576,relax
1780322358.951164,574,relax
1780322358.971587,594,relax
1780322358.992169,531,relax
1780322359.012172,574,relax
1780322359.033177,579,relax
1780322359.053171,566,relax
1780322359.073599,544,relax
1780322359.089613,585,relax
1780322359.110606,577,relax
1780322359.131188,587,relax
1780322359.151612,562,relax
1780322359.172194,572,relax
1780322359.192617,563,relax
1780322359.213091,555,relax
1780322359.233623,560,relax
1780322359.254172,567,relax
1780322359.270207,558,relax
1780322359.291210,593,relax
1780322359.311213,559,relax
1780322359.332205,591,relax
1780322359.352088,569,relax
1780322359.372642,549,relax
1780322359.393224,572,relax
1780322359.413648,548,relax
1780322359.430229,579,relax
1780322359.450653,571,relax
1780322359.471235,603,relax
1780322359.491658,572,relax
1780322359.512241,554,relax
1780322359.532664,571,relax
1780322359.553170,568,relax
1780322359.573669,575,relax
1780322359.594252,569,relax
1780322359.610254,607,relax
1780322359.630677,585,relax
1780322359.651260,576,relax
1780322359.671683,564,relax
1780322359.692266,575,relax
1780322359.712689,598,relax
1780322359.733271,569,relax
1780322359.753171,563,relax
1780322359.770277,614,relax
1780322359.790699,580,relax
1780322359.811282,551,relax
1780322359.831090,597,relax
1780322359.852288,578,relax
1780322359.872711,562,relax
1780322359.893293,586,relax
1780322359.913716,577,relax
1780322359.934110,555,relax
1780322359.954300,571,relax
1780322359.975302,586,relax
1780322359.991307,563,relax
1780322360.011730,567,relax
1780322360.031918,569,relax
1780322360.052372,559,relax
1780322360.072874,589,relax
1780322360.093741,551,relax
1780322360.114323,609,relax
1780322360.134532,544,relax
1780322360.155172,577,relax
1780322360.171752,548,relax
1780322360.191779,585,relax
1780322360.212809,589,relax
1780322360.233155,551,relax
1780322360.253171,584,relax
1780322360.273431,580,relax
1780322360.294348,559,relax
1780322360.314772,588,relax
1780322360.331172,583,relax
1780322360.351777,552,relax
1780322360.372360,592,relax
1780322360.392782,587,relax
1780322360.413089,569,relax
1780322360.433788,592,relax
1780322360.454173,593,relax
1780322360.474358,573,relax
1780322360.495376,577,relax
1780322360.511379,571,relax
1780322360.532455,553,relax
1780322360.552384,569,relax
1780322360.572807,571,relax
1780322360.593390,566,relax
1780322360.613089,555,relax
1780322360.634395,584,relax
1780322360.654173,568,relax
1780322360.671401,536,relax
1780322360.691179,547,relax
1780322360.712406,576,relax
1780322360.732829,557,relax
1780322360.753171,561,relax
1780322360.773835,577,relax
1780322360.794407,563,relax
1780322360.814841,593,relax
1780322360.835423,549,relax
1780322360.855423,582,relax
1780322360.876427,545,relax
1780322360.892431,572,relax
1780322360.912854,531,relax
1780322360.933461,565,relax
1780322360.953355,564,relax
1780322360.974442,573,relax
1780322360.994085,550,relax
1780322361.015447,577,relax
1780322361.035870,565,relax
1780322361.052453,542,relax
1780322361.072876,560,relax
1780322361.093043,562,relax
1780322361.113881,568,relax
1780322361.134464,531,relax
1780322361.154171,557,relax
1780322361.175470,562,relax
1780322361.195472,552,relax
1780322361.216475,567,relax
1780322361.232338,552,relax
1780322361.252901,558,relax
1780322361.273483,567,relax
1780322361.293088,526,relax
1780322361.314489,534,relax
1780322361.334912,554,relax
1780322361.355494,544,relax
1780322361.375109,538,relax
1780322361.392500,576,relax
1780322361.412923,541,relax
1780322361.433505,571,relax
1780322361.453172,564,relax
1780322361.474511,553,relax
1780322361.494514,546,relax
1780322361.515517,560,relax
1780322361.535520,575,relax
1780322361.555943,562,relax
1780322361.572525,565,relax
1780322361.592948,554,relax
1780322361.613530,566,relax
1780322361.633953,563,relax
1780322361.654536,536,relax
1780322361.674959,560,relax
1780322361.695542,554,relax
1780322361.715964,560,relax
1780322361.736547,531,relax
1780322361.756967,550,relax
1780322361.777083,566,relax
1780322361.793087,558,relax
1780322361.813978,520,relax
1780322361.834561,541,relax
1780322361.854175,553,relax
1780322361.875566,562,relax
1780322361.895989,517,relax
1780322361.916571,550,relax
1780322361.936994,552,relax
1780322361.953172,539,relax
1780322361.973172,545,relax
1780322361.994582,543,relax
1780322362.015005,538,relax
1780322362.035093,565,relax
1780322362.056011,553,relax
1780322362.076594,541,relax
1780322362.097081,533,relax
1780322362.117249,521,relax
1780322362.133601,545,relax
1780322362.153171,545,relax
1780322362.174607,517,relax
1780322362.195030,515,relax
1780322362.215613,532,relax
1780322362.236101,517,relax
1780322362.256618,507,relax
1780322362.277082,540,relax
1780322362.293623,536,relax
1780322362.314047,536,relax
1780322362.334629,537,relax
1780322362.354174,545,relax
1780322362.375635,530,relax
1780322362.395174,531,relax
1780322362.416641,527,relax
1780322362.436325,539,relax
1780322362.457700,520,relax
1780322362.473648,519,relax
1780322362.494071,538,relax
1780322362.514172,543,relax
1780322362.535077,502,relax
1780322362.555660,501,relax
1780322362.575366,505,relax
1780322362.596666,531,relax
1780322362.617081,483,relax
1780322362.637335,509,relax
1780322362.658085,504,relax
1780322362.674603,527,relax
1780322362.694679,515,relax
1780322362.715682,499,relax
1780322362.735685,518,relax
1780322362.756108,503,relax
1780322362.776361,523,relax
1780322362.797258,524,relax
1780322362.817083,504,relax
1780322362.837421,493,relax
1780322362.854701,528,relax
1780322362.875124,506,relax
1780322362.895707,493,relax
1780322362.916026,518,relax
1780322362.936713,546,relax
1780322362.956613,513,relax
1780322362.977082,498,relax
1780322362.997265,489,relax
1780322363.018280,487,relax
1780322363.034726,515,relax
1780322363.055201,496,relax
1780322363.075731,505,relax
1780322363.096155,475,relax
1780322363.116639,513,relax
1780322363.137161,528,relax
1780322363.157081,510,relax
1780322363.178170,509,relax
1780322363.194748,525,relax
1780322363.215171,508,relax
1780322363.235844,488,relax
1780322363.256175,498,relax
1780322363.276759,505,relax
1780322363.297083,516,relax
1780322363.317544,491,relax
1780322363.337251,465,relax
1780322363.358471,497,relax
1780322363.374773,508,relax
1780322363.395195,515,relax
1780322363.415778,480,relax
1780322363.436201,482,relax
1780322363.456784,516,relax
1780322363.477283,501,relax
1780322363.497418,499,relax
1780322363.517551,459,relax
1780322363.534809,490,relax
1780322363.555269,451,relax
1780322363.575800,505,relax
1780322363.595870,505,relax
1780322363.616806,492,relax
1780322363.636809,468,relax
1780322363.657179,511,relax
1780322363.677681,483,relax
1780322363.698171,476,relax
1780322363.717888,507,relax
1780322363.739196,471,relax
1780322363.755604,505,relax
1780322363.776077,494,relax
1780322363.796831,502,relax
1780322363.817080,509,relax
1780322363.837836,495,relax
1780322363.858175,496,relax
1780322363.878661,479,relax
1780322363.899254,455,relax
1780322363.915645,499,relax
1780322363.935850,460,relax
1780322363.956852,494,relax
1780322363.976855,505,relax
1780322363.996695,483,relax
1780322364.017078,476,relax
1780322364.038171,462,relax
1780322364.058080,478,relax
1780322364.079171,473,relax
1780322364.095871,487,relax
1780322364.116295,499,relax
1780322364.136877,467,relax
1780322364.157173,494,relax
1780322364.177883,494,relax
1780322364.198175,495,relax
1780322364.218171,472,relax
1780322364.239312,474,relax
1780322364.255893,481,relax
1780322364.275896,479,relax
1780322364.296320,467,relax
1780322364.316902,465,relax
1780322364.337250,446,relax
1780322364.357080,459,relax
1780322364.378171,464,relax
1780322364.398377,487,relax
1780322364.419337,443,relax
1780322364.435919,467,relax
1780322364.456342,478,relax
1780322364.476924,449,relax
1780322364.497386,479,relax
1780322364.517270,471,relax
1780322364.538073,490,relax
1780322364.558936,470,relax
1780322364.578305,458,relax
1780322364.599940,487,relax
1780322364.619942,465,relax
1780322364.640365,476,relax
1780322364.656949,479,relax
1780322364.676540,449,relax
1780322364.697255,464,relax
1780322364.718260,429,relax
1780322364.738170,475,relax
1780322364.759383,453,relax
1780322364.779171,484,relax
1780322364.800389,482,relax
1780322364.816971,481,relax
1780322364.837252,459,relax
1780322364.857079,464,relax
1780322364.877245,503,relax
1780322364.898260,489,relax
1780322364.918106,459,relax
1780322364.939408,473,relax
1780322364.959991,471,relax
1780322364.980080,453,relax
1780322364.996172,466,relax
1780322365.017359,470,relax
1780322365.038080,499,relax
1780322365.058081,469,relax
1780322365.078171,467,relax
1780322365.099430,464,relax
1780322365.120013,488,relax
1780322365.140340,451,relax
1780322365.157079,470,relax
1780322365.176301,437,relax
1780322365.197255,449,relax
1780322365.217245,461,relax
1780322365.238179,495,relax
1780322365.259080,468,relax
1780322365.279261,463,relax
1780322365.300037,469,relax
1780322365.320461,478,relax
1780322365.337079,436,relax
1780322365.357445,469,relax
1780322365.378048,483,relax
1780322365.398081,477,relax
1780322365.419079,448,relax
1780322365.439300,481,relax
1780322365.460060,476,relax
1780322365.480483,462,relax
1780322365.501063,432,relax
1780322365.521066,468,relax
1780322365.537341,473,relax
1780322365.558080,477,relax
1780322365.577605,456,relax
1780322365.599080,455,relax
1780322365.619502,434,relax
1780322365.639621,466,relax
1780322365.660507,458,relax
1780322365.680171,448,relax
1780322365.701512,464,relax
1780322365.717561,461,relax
1780322365.738169,470,relax
1780322365.759100,439,relax
1780322365.779078,439,relax
1780322365.800106,459,relax
1780322365.820109,479,relax
1780322365.841173,446,relax
1780322365.861115,446,relax
1780322365.877078,469,relax
1780322365.898170,466,relax
1780322365.918175,457,relax
1780322365.939172,434,relax
1780322365.959549,474,relax
1780322365.980082,467,relax
1780322366.000554,460,relax
1780322366.021137,429,relax
1780322366.041173,500,relax
1780322366.058172,472,relax
1780322366.078171,473,relax
1780322366.099147,476,relax
1780322366.119173,457,relax
1780322366.140153,476,relax
1780322366.160156,477,relax
1780322366.180579,450,relax
1780322366.200719,457,relax
1780322366.221585,491,relax
1780322366.238170,445,relax
1780322366.258079,432,relax
1780322366.279077,446,relax
1780322366.299193,474,relax
1780322366.320178,462,relax
1780322366.340601,410,relax
1780322366.361183,458,relax
1780322366.381078,480,relax
1780322366.402186,458,relax
1780322366.422611,496,relax
1780322366.439172,454,relax
1780322366.459176,464,relax
1780322366.479191,471,relax
1780322366.500202,430,relax
1780322366.520227,497,relax
1780322366.540612,443,relax
1780322366.561632,462,relax
1780322366.582171,457,relax
1780322366.602636,482,relax
1780322366.618593,425,relax
1780322366.639642,480,relax
1780322366.660225,450,relax
1780322366.680648,496,relax
1780322366.700715,433,relax
1780322366.721653,480,relax
1780322366.742243,451,relax
1780322366.762239,485,relax
1780322366.778075,447,relax
1780322366.799244,471,relax
1780322366.819667,483,relax
1780322366.840249,498,relax
1780322366.860672,507,relax
1780322366.881255,466,relax
1780322366.901678,470,relax
1780322366.922261,484,relax
1780322366.942684,482,relax
1780322366.959266,480,relax
1780322366.979078,461,relax
1780322367.000271,433,relax
1780322367.020432,471,relax
1780322367.041277,471,relax
1780322367.061280,434,relax
1780322367.082283,472,relax
1780322367.102177,483,relax
1780322367.118075,455,relax
1780322367.139290,454,relax
1780322367.159714,460,relax
1780322367.180075,470,relax
1780322367.200710,464,relax
1780322367.221302,466,relax
1780322367.241423,480,relax
1780322367.262307,440,relax
1780322367.282178,507,relax
1780322367.303310,508,relax
1780322367.323734,491,relax
1780322367.340298,464,relax
1780322367.360321,502,relax
1780322367.380418,506,relax
1780322367.400708,497,relax
1780322367.421750,496,relax
1780322367.442332,476,relax
1780322367.462754,502,relax
1780322367.483336,501,relax
1780322367.503760,475,relax
1780322367.520343,514,relax
1780322367.540849,497,relax
1780322367.561349,490,relax
1780322367.581772,472,relax
1780322367.602355,494,relax
1780322367.622777,490,relax
1780322367.642698,459,relax
1780322367.663080,456,relax
1780322367.680365,478,relax
1780322367.700328,465,relax
1780322367.720791,487,relax
1780322367.741281,494,relax
1780322367.761797,497,relax
1780322367.782174,499,relax
1780322367.802802,487,relax
1780322367.823385,482,relax
1780322367.843808,520,relax
1780322367.860390,484,relax
1780322367.880813,496,relax
1780322367.900704,501,relax
1780322367.921819,524,relax
1780322367.942401,499,relax
1780322367.962824,481,relax
1780322367.983076,514,relax
1780322368.003410,501,relax
1780322368.019832,492,relax
1780322368.040415,473,relax
1780322368.060838,498,relax
1780322368.081420,528,relax
1780322368.101844,501,relax
1780322368.122426,487,relax
1780322368.142849,485,relax
1780322368.163432,509,relax
1780322368.183084,511,relax
1780322368.204434,493,relax
1780322368.224858,491,relax
1780322368.241442,524,relax
1780322368.261866,528,relax
1780322368.282182,512,relax
1780322368.302451,485,relax
1780322368.323454,489,relax
1780322368.343457,510,relax
1780322368.363878,510,relax
1780322368.384461,486,relax
1780322368.400079,474,relax
1780322368.421467,512,relax
1780322368.441890,493,relax
1780322368.462142,511,relax
1780322368.482223,517,relax
1780322368.503478,485,relax
1780322368.523901,500,relax
1780322368.544484,484,relax
1780322368.564907,467,relax
1780322368.580640,483,relax
1780322368.601492,487,relax
1780322368.622495,505,relax
1780322368.642500,471,relax
1780322368.662921,510,relax
1780322368.683503,480,relax
1780322368.703926,518,relax
1780322368.724509,492,relax
1780322368.740664,507,relax
1780322368.761514,534,relax
1780322368.781715,550,relax
1780322368.802520,523,relax
1780322368.822942,556,relax
1780322368.843183,531,relax
1780322368.863948,546,relax
1780322368.884028,531,relax
1780322368.904954,541,relax
1780322368.920956,534,relax
1780322368.941313,508,relax
1780322368.961962,551,relax
1780322368.982175,520,relax
1780322369.002968,526,relax
1780322369.023550,531,relax
1780322369.043973,546,relax
1780322369.064556,529,relax
1780322369.080978,511,relax
1780322369.101561,538,relax
1780322391.966708,542,relax
1780322391.987049,517,relax
1780322392.007050,540,relax
1780322392.024136,528,relax
1780322392.044718,524,relax
1780322392.065141,519,relax
1780322392.085724,561,relax
1780322392.105727,579,relax
1780322392.126209,570,relax
1780322392.146733,541,relax
1780322392.167048,585,relax
1780322392.186917,564,relax
1780322392.207489,571,relax
1780322392.228183,526,relax
1780322392.245167,578,relax
1780322392.265175,560,relax
1780322392.286172,553,relax
1780322392.306755,589,relax
1780322392.327215,581,relax
1780322392.347760,565,relax
1780322392.368148,571,relax
1780322392.388061,559,relax
1780322392.408515,560,relax
1780322392.429051,545,relax
1780322392.449774,574,relax
1780322392.466197,542,relax
1780322392.486779,566,relax
1780322392.506659,559,relax
1780322392.527235,593,relax
1780322392.548183,584,relax
1780322392.568101,564,relax
1780322392.588817,580,relax
1780322392.609796,596,relax
1780322392.630218,559,relax
1780322392.650800,594,relax
1780322392.667144,588,relax
1780322392.687807,556,relax
1780322392.707560,581,relax
1780322392.728166,605,relax
1780322392.748185,565,relax
1780322392.769819,585,relax
1780322392.789821,563,relax
1780322392.810244,590,relax
1780322392.830826,576,relax
1780322392.847051,553,relax
1780322392.867104,580,relax
1780322392.888171,550,relax
1780322392.908564,574,relax
1780322392.929193,544,relax
1780322392.949843,580,relax
1780322392.970266,587,relax
1780322392.990849,582,relax
1780322393.006582,571,relax
1780322393.027854,591,relax
1780322393.047053,585,relax
1780322393.068142,606,relax
1780322393.088171,562,relax
1780322393.108603,587,relax
1780322393.129868,584,relax
1780322393.150291,548,relax
1780322393.170874,598,relax
1780322393.187049,572,relax
1780322393.207049,586,relax
1780322393.228077,582,relax
1780322393.248185,555,relax
1780322393.269402,571,relax
1780322393.289890,575,relax
1780322393.310313,571,relax
1780322393.330522,585,relax
1780322393.346898,564,relax
1780322393.367137,540,relax
1780322393.387904,558,relax
1780322393.408174,568,relax
1780322393.428172,543,relax
1780322393.449332,549,relax
