rms,mav,zc,wl,std,c_rms,c_mav,c_zc,c_wl,c_std,mean,median,min,max,ptp,q25,q75,iemg
495.88235108990216,495.7959183673469,28.0,555.0,9.258156011216812,9.258156011216812,7.285297792586421,28.0,555.0,9.258156011216812,495.7959183673469,494.0,479.0,518.0,39.0,490.0,501.0,356.97959183673464
515.8203757123209,515.1,27.0,1570.0,27.251605457293703,27.251605457293703,21.868,27.0,1570.0,27.251605457293707,515.1,513.5,457.0,587.0,130.0,494.25,530.75,1093.4
503.73205138430166,502.265306122449,20.0,1921.0,38.41278247614133,38.41278247614133,29.119533527696795,20.0,1921.0,38.41278247614133,502.265306122449,494.0,431.0,619.0,188.0,482.0,523.0,1426.857142857143
520.6034575375004,520.44,31.0,838.0,13.044784398371636,13.044784398371636,10.315200000000004,31.0,838.0,13.044784398371634,520.44,519.0,494.0,549.0,55.0,512.5,527.0,515.7600000000002
515.067626627805,513.9,20.0,1740.0,34.66193878016635,34.66193878016635,26.616000000000003,20.0,1740.0,34.66193878016635,513.9,513.0,438.0,626.0,188.0,492.25,529.75,1330.8000000000002
499.298507908846,499.0,7.0,587.0,17.26267650163207,17.26267650163207,14.0,7.0,587.0,17.26267650163207,499.0,495.0,464.0,539.0,75.0,487.25,512.75,700.0
477.93240107780935,477.7,24.0,773.0,14.902684321960256,14.902684321960256,11.62,24.0,773.0,14.902684321960256,477.7,477.5,434.0,512.0,78.0,470.0,486.0,581.0
538.4515762814702,537.66,11.0,1054.0,29.186030905212167,29.186030905212167,24.9128,11.0,1054.0,29.186030905212167,537.66,530.0,485.0,614.0,129.0,516.25,557.75,1245.64
540.5785390327155,540.4509803921569,23.0,466.0,11.74285552587514,11.74285552587514,8.89504036908881,23.0,466.0,11.74285552587514,540.4509803921569,541.0,512.0,570.0,58.0,532.5,547.0,453.6470588235293
505.3631763395509,504.46,23.0,1544.0,30.200139072527463,30.200139072527463,22.718400000000003,23.0,1544.0,30.200139072527467,504.46,503.5,419.0,600.0,181.0,490.25,521.75,1135.92
499.2782190322346,499.14,23.0,666.0,11.747357149589009,11.747357149589009,9.002399999999998,23.0,666.0,11.747357149589009,499.14,497.0,476.0,531.0,55.0,492.0,503.75,450.1199999999999
526.2305388325539,525.78,24.0,1179.0,21.77088881970601,21.77088881970601,17.317600000000002,24.0,1179.0,21.77088881970601,525.78,527.0,475.0,570.0,95.0,513.0,540.5,865.8800000000001
501.53806293384014,501.0,19.0,1106.0,23.2256016376018,23.2256016376018,19.387755102040817,19.0,1106.0,23.2256016376018,501.0,499.0,468.0,554.0,86.0,482.0,517.0,950.0
523.0719453383063,522.06,14.0,1171.0,32.521014744315714,32.521014744315714,24.57040000000001,14.0,1171.0,32.521014744315714,522.06,527.0,413.0,577.0,164.0,507.25,545.5,1228.5200000000004
536.3190468368618,533.0,6.0,1130.0,59.574491185405854,59.574491185405854,49.52,6.0,1130.0,59.574491185405854,533.0,510.0,431.0,655.0,224.0,493.75,567.25,2476.0
517.8806040005746,517.76,18.0,582.0,11.175974230464206,11.175974230464206,9.2592,18.0,582.0,11.175974230464206,517.76,518.5,495.0,538.0,43.0,509.0,526.75,462.96
520.7402423473723,520.44,20.0,792.0,17.680678720003936,17.680678720003936,13.537600000000005,20.0,792.0,17.680678720003936,520.44,520.0,485.0,574.0,89.0,509.0,530.75,676.8800000000001
488.783387606412,486.72,1.0,680.0,44.86470327551493,44.86470327551493,40.1328,1.0,680.0,44.86470327551493,486.72,468.0,425.0,572.0,147.0,450.5,536.0,2006.6400000000003
513.9806027468352,513.42,26.0,1502.0,23.99924165468568,23.99924165468568,19.6368,26.0,1502.0,23.999241654685672,513.42,512.0,469.0,565.0,96.0,496.25,527.75,981.84
500.457550647405,499.72,21.0,1470.0,27.16029454921283,27.16029454921283,21.7264,21.0,1470.0,27.16029454921283,499.72,494.5,450.0,569.0,119.0,479.0,518.0,1086.3200000000002
493.2300071974535,492.88,21.0,1021.0,18.57809462781369,18.57809462781369,15.4592,21.0,1021.0,18.57809462781369,492.88,496.5,451.0,528.0,77.0,479.25,506.5,772.96
533.3300666566624,533.2,24.0,606.0,11.777945491468364,11.777945491468364,9.360000000000008,24.0,606.0,11.777945491468364,533.2,530.5,506.0,562.0,56.0,526.0,542.0,468.00000000000045
482.9875153665983,482.66,27.0,1050.0,17.783824110691153,17.783824110691153,14.112800000000002,27.0,1050.0,17.783824110691153,482.66,481.5,446.0,523.0,77.0,469.25,491.75,705.6400000000001
546.7838329724096,524.84,8.0,2717.0,153.34775642310518,153.34775642310518,103.17759999999998,8.0,2717.0,153.34775642310518,524.84,563.5,0.0,772.0,772.0,504.0,586.75,5158.879999999999
510.13506054769454,509.94,23.0,804.0,14.10589947504235,14.10589947504235,11.137600000000004,23.0,804.0,14.105899475042348,509.94,507.5,469.0,543.0,74.0,501.0,520.5,556.8800000000001
587.31485593334,587.02,24.0,991.0,18.60805202056357,18.60805202056357,14.6208,24.0,991.0,18.608052020563573,587.02,586.0,533.0,626.0,93.0,577.0,602.5,731.04
532.6656174374314,521.42,9.0,2360.0,108.87535809355576,108.87535809355576,81.65359999999998,9.0,2360.0,108.87535809355576,521.42,515.5,271.0,797.0,526.0,455.25,561.75,4082.68
497.9167400278886,496.0,9.0,1441.0,43.64722213383115,43.64722213383115,35.76,9.0,1441.0,43.64722213383115,496.0,494.5,396.0,591.0,195.0,463.0,530.0,1788.0
